table_name,main_column_index,column_index,label
Book_librairie-kleber.com_September2020_CPA.json.gz,0,3,bookFormat
Book_librairie-kleber.com_September2020_CPA.json.gz,0,5,numberOfPages
Book_librairie-kleber.com_September2020_CPA.json.gz,0,7,author
Book_librairie-kleber.com_September2020_CPA.json.gz,0,8,price
Book_librairie-kleber.com_September2020_CPA.json.gz,0,9,publisher
Book_librairie-kleber.com_September2020_CPA.json.gz,0,11,availability
Book_lumeo.pro_September2020_CPA.json.gz,0,5,datePublished
Book_lumeo.pro_September2020_CPA.json.gz,0,1,bookFormat
Book_lumeo.pro_September2020_CPA.json.gz,0,2,inLanguage
Book_lumeo.pro_September2020_CPA.json.gz,0,4,ratingValue
Book_mrbookers.top_September2020_CPA.json.gz,0,2,review
Book_mrbookers.top_September2020_CPA.json.gz,0,1,review
Book_mrbookers.top_September2020_CPA.json.gz,0,3,datePublished
Book_novelstoday.com_September2020_CPA.json.gz,0,4,"title
 nuru
<|im_start|><|im_start|><|im_start|><|im_start|><|im_start|>
<|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|>"
Book_novelstoday.com_September2020_CPA.json.gz,0,7,ratingValue
Book_novelstoday.com_September2020_CPA.json.gz,0,2,description
Book_novelstoday.com_September2020_CPA.json.gz,0,3,author
Book_novelstoday.com_September2020_CPA.json.gz,0,6,ratingValue
Book_novelstoday.com_September2020_CPA.json.gz,0,8,title
Book_sacristy.co.uk_September2020_CPA.json.gz,0,9,datePublished
Book_sacristy.co.uk_September2020_CPA.json.gz,0,6,description
Book_sacristy.co.uk_September2020_CPA.json.gz,0,2,isbn
Book_sacristy.co.uk_September2020_CPA.json.gz,0,3,description
Book_sacristy.co.uk_September2020_CPA.json.gz,0,4,description
Book_sacristy.co.uk_September2020_CPA.json.gz,0,5,publisher
Event_5starequestrian.com_September2020_CPA.json.gz,0,3,location
Event_5starequestrian.com_September2020_CPA.json.gz,0,4,telephone
Event_5starequestrian.com_September2020_CPA.json.gz,0,5,organizer
Event_5starequestrian.com_September2020_CPA.json.gz,0,6,organizer
Event_accessallareas.org_September2020_CPA.json.gz,0,5,priceCurrency
Event_accessallareas.org_September2020_CPA.json.gz,0,6,validFrom
Event_accessallareas.org_September2020_CPA.json.gz,0,7,category
Event_accessallareas.org_September2020_CPA.json.gz,0,8,validFrom
Event_accessallareas.org_September2020_CPA.json.gz,0,9,price
Event_accessallareas.org_September2020_CPA.json.gz,0,10,eventStatus
Event_accessallareas.org_September2020_CPA.json.gz,0,11,organizer
Event_accessallareas.org_September2020_CPA.json.gz,0,12,organizer
Event_aeeny.org_September2020_CPA.json.gz,0,4,endDate
Event_aeeny.org_September2020_CPA.json.gz,0,1,startDate
Event_aeeny.org_September2020_CPA.json.gz,0,3,eventStatus
Event_aeeny.org_September2020_CPA.json.gz,0,5,eventAttendanceMode
Event_aeeny.org_September2020_CPA.json.gz,0,7,location
Event_agilepainrelief.com_September2020_CPA.json.gz,0,7,validThrough
Event_agilepainrelief.com_September2020_CPA.json.gz,0,1,startDate
Event_agilepainrelief.com_September2020_CPA.json.gz,0,2,description
Event_agilepainrelief.com_September2020_CPA.json.gz,0,3,endDate
Event_agilepainrelief.com_September2020_CPA.json.gz,0,4,startDate
Event_agilepainrelief.com_September2020_CPA.json.gz,0,5,startDate
Event_agilepainrelief.com_September2020_CPA.json.gz,0,6,priceCurrency
Event_agilepainrelief.com_September2020_CPA.json.gz,0,8,price
Event_agilepainrelief.com_September2020_CPA.json.gz,0,9,validThrough
Event_agilepainrelief.com_September2020_CPA.json.gz,0,10,eventStatus
Event_agilepainrelief.com_September2020_CPA.json.gz,0,11,location
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,6,priceCurrency
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,7,startDate
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,8,startDate
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,9,price
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,10,availability
Event_ananyadancetheatre.org_September2020_CPA.json.gz,0,11,organizer
Event_apqs.com_September2020_CPA.json.gz,0,12,organizer
Event_aridclub.org_September2020_CPA.json.gz,0,2,description
Event_aridclub.org_September2020_CPA.json.gz,0,4,url
Event_aridclub.org_September2020_CPA.json.gz,0,5,url
Event_astw.org.au_September2020_CPA.json.gz,0,12,validThrough
Event_astw.org.au_September2020_CPA.json.gz,0,1,startDate
Event_astw.org.au_September2020_CPA.json.gz,0,4,startDate
Event_astw.org.au_September2020_CPA.json.gz,0,5,validThrough
Event_astw.org.au_September2020_CPA.json.gz,0,6,category
Event_astw.org.au_September2020_CPA.json.gz,0,7,priceCurrency
Event_astw.org.au_September2020_CPA.json.gz,0,9,priceCurrency
Event_astw.org.au_September2020_CPA.json.gz,0,10,availability
Event_aussietrendhandicrafts.com_September2020_CPA.json.gz,0,1,startDate
Event_aussietrendhandicrafts.com_September2020_CPA.json.gz,0,2,startDate
Event_balancetotalbody.com_September2020_CPA.json.gz,0,1,startDate
Event_balancetotalbody.com_September2020_CPA.json.gz,0,4,startDate
Event_balancetotalbody.com_September2020_CPA.json.gz,0,6,price
Event_balancetotalbody.com_September2020_CPA.json.gz,0,7,price
Event_balancetotalbody.com_September2020_CPA.json.gz,0,8,priceCurrency
Event_balancetotalbody.com_September2020_CPA.json.gz,0,10,startDate
Event_balancetotalbody.com_September2020_CPA.json.gz,0,11,availability
Event_balancetotalbody.com_September2020_CPA.json.gz,0,12,priceCurrency
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,8,endDate
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,1,startDate
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,2,startDate
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,3,description
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,4,eventStatus
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,5,location
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,7,validFrom
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,9,priceCurrency
Event_compostcollective.org.nz_September2020_CPA.json.gz,0,10,priceCurrency
Event_createamazingllc.com_September2020_CPA.json.gz,0,2,endDate
Event_createamazingllc.com_September2020_CPA.json.gz,0,1,startDate
Event_createamazingllc.com_September2020_CPA.json.gz,0,3,eventAttendanceMode
Event_createamazingllc.com_September2020_CPA.json.gz,0,4,startDate
Event_createamazingllc.com_September2020_CPA.json.gz,0,5,organizer
Event_dolphinscuba.com.au_September2020_CPA.json.gz,0,3,location
Event_dolphinscuba.com.au_September2020_CPA.json.gz,0,5,organizer
Event_dolphinscuba.com.au_September2020_CPA.json.gz,0,7,telephone
Event_dolphinscuba.com.au_September2020_CPA.json.gz,0,8,telephone
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,8,priceCurrency
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,1,startDate
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,2,startDate
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,3,description
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,5,eventAttendanceMode
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,6,startDate
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,7,location
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,9,price
Event_ecoexplorers.com.au_September2020_CPA.json.gz,0,10,priceCurrency
Event_embercombe.org_September2020_CPA.json.gz,0,8,priceCurrency
Event_embercombe.org_September2020_CPA.json.gz,0,1,startDate
Event_embercombe.org_September2020_CPA.json.gz,0,2,endDate
Event_embercombe.org_September2020_CPA.json.gz,0,4,category
Event_embercombe.org_September2020_CPA.json.gz,0,5,eventAttendanceMode
Event_embercombe.org_September2020_CPA.json.gz,0,6,location
Event_embercombe.org_September2020_CPA.json.gz,0,7,priceCurrency
Event_embercombe.org_September2020_CPA.json.gz,0,9,validFrom
Event_embercombe.org_September2020_CPA.json.gz,0,10,priceCurrency
Event_embercombe.org_September2020_CPA.json.gz,0,11,priceCurrency
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,10,validThrough
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,1,startDate
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,3,endDate
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,4,description
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,5,eventAttendanceMode
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,6,location
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,7,description
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,8,priceCurrency
Event_esteamlearninglabs.com_September2020_CPA.json.gz,0,9,price
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,7,price
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,1,startDate
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,4,description
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,5,endDate
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,6,location
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,8,validFrom
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,9,priceCurrency
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,10,startDate
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,11,availability
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,13,telephone
Event_fusionstudiocr.com_September2020_CPA.json.gz,0,14,organizer
Event_healingwishess.com_September2020_CPA.json.gz,0,6,startDate
Event_healingwishess.com_September2020_CPA.json.gz,0,1,startDate
Event_healingwishess.com_September2020_CPA.json.gz,0,3,category
Event_healingwishess.com_September2020_CPA.json.gz,0,4,eventAttendanceMode
Event_healingwishess.com_September2020_CPA.json.gz,0,7,category
Event_hksdc.org_September2020_CPA.json.gz,0,7,endDate
Event_hksdc.org_September2020_CPA.json.gz,0,1,startDate
Event_hksdc.org_September2020_CPA.json.gz,0,3,url
Event_hksdc.org_September2020_CPA.json.gz,0,4,eventAttendanceMode
Event_hksdc.org_September2020_CPA.json.gz,0,6,organizer
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,6,startDate
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,7,startDate
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,8,duration
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,9,price
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,10,email
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,11,location
Event_hohcenteroflight.net_September2020_CPA.json.gz,0,12,telephone
Event_hothouse.net_September2020_CPA.json.gz,0,4,url
Event_hothouse.net_September2020_CPA.json.gz,0,5,organizer
Event_hothouse.net_September2020_CPA.json.gz,0,6,priceCurrency
Event_hothouse.net_September2020_CPA.json.gz,0,7,organizer
Event_hothouse.net_September2020_CPA.json.gz,0,8,organizer
Event_hothouse.net_September2020_CPA.json.gz,0,10,description
Event_hothouse.net_September2020_CPA.json.gz,0,12,organizer
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,5,priceCurrency
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,6,priceCurrency
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,7,price
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,8,price
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,9,validFrom
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,10,organizer
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,11,telephone
Event_ilovebelloshire.com_September2020_CPA.json.gz,0,13,organizer
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,11,validThrough
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,1,startDate
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,4,organizer
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,5,startDate
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,6,startDate
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,7,priceCurrency
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,8,"title
----

The column 0 contains titles of events or topics, while column 8 is labeled as 'category' which doesn't fit perfectly. However, since column 0 represents the main subject or title of each event, and there isn't a more fitting relation from the provided list, ""title"" best describes what's in column 0."
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,9,availability
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,10,duration
Event_oldpineconservancy.org_September2020_CPA.json.gz,0,12,organizer
LocalBusiness_agcnd.org_September2020_CPA.json.gz,0,6,telephone
LocalBusiness_aiccnm.com_September2020_CPA.json.gz,0,2,telephone
LocalBusiness_allmysons.com_September2020_CPA.json.gz,0,4,telephone
LocalBusiness_allmysons.com_September2020_CPA.json.gz,0,1,description
LocalBusiness_allmysons.com_September2020_CPA.json.gz,0,3,image
LocalBusiness_allmysons.com_September2020_CPA.json.gz,0,11,ratingValue
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,3,priceRange
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,1,description
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,2,addressRegion
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,5,addressCountry
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,6,priceRange
LocalBusiness_aquapristine.net.in_September2020_CPA.json.gz,0,8,telephone
LocalBusiness_arapcaturkce.net_September2020_CPA.json.gz,0,5,addressLocality
LocalBusiness_arapcaturkce.net_September2020_CPA.json.gz,0,3,addressLocality
LocalBusiness_arapcaturkce.net_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_atlplastic.com_September2020_CPA.json.gz,0,6,ratingValue
LocalBusiness_atlplastic.com_September2020_CPA.json.gz,0,3,ratingValue
LocalBusiness_atlplastic.com_September2020_CPA.json.gz,0,2,telephone
LocalBusiness_atlplastic.com_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_baliaerotravel.com_September2020_CPA.json.gz,0,3,addressCountry
LocalBusiness_baliaerotravel.com_September2020_CPA.json.gz,0,2,streetAddress
LocalBusiness_baliaerotravel.com_September2020_CPA.json.gz,0,4,addressRegion
LocalBusiness_barkley.com_September2020_CPA.json.gz,0,2,telephone
LocalBusiness_bicyclecapetown.org_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_bicyclecapetown.org_September2020_CPA.json.gz,0,5,postalCode
LocalBusiness_bicyclecapetown.org_September2020_CPA.json.gz,0,6,url
LocalBusiness_bicyclecapetown.org_September2020_CPA.json.gz,0,7,description
LocalBusiness_bicyclecapetown.org_September2020_CPA.json.gz,0,8,streetAddress
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,2,priceRange
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,3,addressRegion
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,5,ratingValue
LocalBusiness_bingj.com_September2020_CPA.json.gz,0,6,streetAddress
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,2,addressCountry
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,3,postalCode
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,5,streetAddress
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,6,addressRegion
LocalBusiness_cairnslocal.com.au_September2020_CPA.json.gz,0,10,email
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,6,addressCountry
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,3,priceRange
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,4,addressRegion
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,5,streetAddress
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,7,addressLocality
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,9,ratingValue
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,12,ratingValue
LocalBusiness_carwashnearme.net.au_September2020_CPA.json.gz,0,16,ratingValue
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,3,addressCountry
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,4,addressLocality
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,5,addressRegion
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,6,postalCode
LocalBusiness_communityvision.org_September2020_CPA.json.gz,0,7,streetAddress
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,4,telephone
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,1,telephone
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,3,streetAddress
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,5,postalCode
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,6,addressRegion
LocalBusiness_concretealberta.ca_September2020_CPA.json.gz,0,7,addressLocality
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,9,addressLocality
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,8,addressLocality
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,6,addressCountry
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,10,postalCode
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,4,image
LocalBusiness_cyprusclothing.com_September2020_CPA.json.gz,0,13,url
LocalBusiness_cyprusvillarental.com_September2020_CPA.json.gz,0,2,priceRange
